order_id,customer_id,product_id,order_date,amount,payment_method,delivery_location,is_festival_season,category
ORD104101,CUST11879,PROD10369,2026-01-05,413,Prepaid,Jaipur,0,Fashion - Clothing
ORD104102,CUST10353,PROD10019,2026-01-04,50,COD,Patna,0,Beauty & Personal Care
ORD104103,CUST11737,PROD10106,2026-01-17,30089,Prepaid,Mysore,1,Electronics - Mobile
ORD104104,CUST10936,PROD10223,2026-02-08,2098,UPI,Kolkata,0,Electronics - Mobile
ORD104105,CUST11868,PROD10058,2026-01-25,732,COD,Bangalore,1,Beauty & Personal Care
ORD104106,CUST10151,PROD10282,2026-02-11,76720,COD,Mysore,0,Electronics - Laptop
ORD104107,CUST10486,PROD10386,2026-02-13,970,Prepaid,Kanpur,0,Fashion - Clothing
ORD104108,CUST11516,PROD10305,2026-01-11,323,Wallet,Mumbai,1,Books
ORD104109,CUST11603,PROD10332,2026-02-09,1260,COD,Vadodara,0,Sports & Fitness
ORD104110,CUST10005,PROD10435,2026-01-22,837,COD,Kochi,1,Toys & Baby Products
ORD104111,CUST10983,PROD10043,2026-01-11,239,COD,Pune,1,Books
ORD104112,CUST10855,PROD10021,2026-02-25,1661,COD,Ahmedabad,0,Home & Kitchen
ORD104113,CUST11145,PROD10064,2026-02-26,925,COD,Bhopal,0,Beauty & Personal Care
ORD104114,CUST10477,PROD10334,2026-01-30,1980,Card,Kanpur,1,Sports & Fitness
ORD104115,CUST10372,PROD10232,2026-02-19,1536,COD,Guwahati,0,Fashion - Footwear
ORD104116,CUST10585,PROD10317,2026-02-05,1534,COD,Mumbai,0,Home & Kitchen
ORD104117,CUST11505,PROD10277,2026-02-04,10198,UPI,Ranchi,0,Electronics - Mobile
ORD104118,CUST11824,PROD10280,2026-01-10,322,COD,Coimbatore,1,Books
ORD104119,CUST10396,PROD10077,2026-01-11,39019,Prepaid,Chandigarh,1,Electronics - Laptop
ORD104120,CUST11966,PROD10040,2026-01-11,2090,Prepaid,Nagpur,1,Fashion - Footwear
ORD104121,CUST11846,PROD10149,2026-01-17,718,Wallet,Lucknow,1,Beauty & Personal Care
ORD104122,CUST10748,PROD10257,2026-02-07,633,Card,Kolkata,0,Sports & Fitness
ORD104123,CUST11005,PROD10209,2026-01-01,122054,Wallet,Bhopal,0,Electronics - Laptop
ORD104124,CUST11676,PROD10354,2026-02-22,592,COD,Coimbatore,0,Beauty & Personal Care
ORD104125,CUST10873,PROD10453,2026-02-23,19032,Wallet,Lucknow,0,Electronics - Mobile
ORD104126,CUST10318,PROD10355,2026-02-10,199,COD,Pune,0,Electronics - Accessories
ORD104127,CUST11672,PROD10175,2026-01-12,1861,COD,Coimbatore,1,Sports & Fitness
ORD104128,CUST10445,PROD10231,2026-02-05,908,Card,Guwahati,0,Toys & Baby Products
ORD104129,CUST10961,PROD10253,2026-02-05,1012,Card,Chennai,0,Beauty & Personal Care
ORD104130,CUST10028,PROD10226,2026-01-01,625,Card,Raipur,0,Beauty & Personal Care
ORD104131,CUST10853,PROD10162,2026-01-31,847,COD,Mumbai,1,Electronics - Accessories
ORD104132,CUST11588,PROD10444,2026-01-04,78,Prepaid,Bangalore,0,Beauty & Personal Care
ORD104133,CUST10291,PROD10463,2026-02-09,906,Wallet,Hyderabad,0,Toys & Baby Products
ORD104134,CUST11952,PROD10471,2026-01-10,50,UPI,Indore,1,Beauty & Personal Care
ORD104135,CUST10816,PROD10267,2026-01-04,50,UPI,Kanpur,0,Beauty & Personal Care
ORD104136,CUST11049,PROD10407,2026-01-10,1386,Prepaid,Indore,1,Fashion - Footwear
ORD104137,CUST11448,PROD10329,2026-02-18,1702,Prepaid,Visakhapatnam,0,Sports & Fitness
ORD104138,CUST10896,PROD10013,2026-01-01,50,Wallet,Mumbai,0,Fashion - Footwear
ORD104139,CUST10152,PROD10330,2026-02-03,297,Prepaid,Chandigarh,0,Books
ORD104140,CUST10685,PROD10198,2026-02-16,46164,Prepaid,Lucknow,0,Electronics - Laptop
ORD104141,CUST11627,PROD10103,2026-01-05,279,Wallet,Chennai,0,Beauty & Personal Care
ORD104142,CUST10774,PROD10156,2026-01-31,2992,Card,Chennai,1,Fashion - Footwear
ORD104143,CUST11302,PROD10032,2026-01-10,297,COD,Coimbatore,1,Books
ORD104144,CUST11072,PROD10097,2026-02-27,578,COD,Ahmedabad,0,Electronics - Accessories
ORD104145,CUST10356,PROD10389,2026-02-18,1038,UPI,Chandigarh,0,Fashion - Footwear
ORD104146,CUST11140,PROD10350,2026-01-24,2466,COD,Chandigarh,1,Home & Kitchen
ORD104147,CUST10764,PROD10344,2026-02-13,358,COD,Patna,0,Electronics - Accessories
ORD104148,CUST11717,PROD10204,2026-02-20,86,COD,Visakhapatnam,0,Electronics - Accessories
ORD104149,CUST11181,PROD10309,2026-01-06,1696,Card,Ranchi,0,Home & Kitchen
ORD104150,CUST11139,PROD10010,2026-02-03,360,Prepaid,Hyderabad,0,Electronics - Accessories
ORD104151,CUST10965,PROD10000,2026-02-14,399,Wallet,Visakhapatnam,0,Books
ORD104152,CUST10995,PROD10446,2026-02-27,1493,COD,Chennai,0,Sports & Fitness
ORD104153,CUST10349,PROD10020,2026-01-31,26725,Prepaid,Bangalore,1,Electronics - Mobile
ORD104154,CUST11483,PROD10485,2026-01-04,50,Card,Kanpur,0,Books
ORD104155,CUST10119,PROD10145,2026-01-15,734,COD,Vadodara,1,Electronics - Accessories
ORD104156,CUST11996,PROD10280,2026-02-07,322,Wallet,Bangalore,0,Books
ORD104157,CUST11222,PROD10194,2026-01-29,1638,COD,Jaipur,1,Fashion - Footwear
ORD104158,CUST11327,PROD10466,2026-01-19,1107,COD,Bangalore,1,Fashion - Clothing
ORD104159,CUST11371,PROD10027,2026-01-21,987,Prepaid,Kochi,1,Toys & Baby Products
ORD104160,CUST10071,PROD10474,2026-02-23,1257,COD,Kochi,0,Beauty & Personal Care
ORD104161,CUST10001,PROD10026,2026-02-13,273,Prepaid,Hyderabad,0,Home & Kitchen
ORD104162,CUST11016,PROD10284,2026-02-17,1866,COD,Guwahati,0,Toys & Baby Products
ORD104163,CUST11487,PROD10090,2026-01-01,46941,UPI,Delhi,0,Electronics - Laptop
ORD104164,CUST10712,PROD10340,2026-01-19,8422,UPI,Patna,1,Electronics - Mobile
ORD104165,CUST11405,PROD10390,2026-02-10,481,COD,Raipur,0,Sports & Fitness
ORD104166,CUST11398,PROD10316,2026-01-12,1745,COD,Kolkata,1,Sports & Fitness
ORD104167,CUST10024,PROD10345,2026-01-12,16856,Wallet,Mumbai,1,Electronics - Mobile
ORD104168,CUST10746,PROD10463,2026-02-09,906,Wallet,Mysore,0,Toys & Baby Products
ORD104169,CUST10550,PROD10331,2026-01-30,27054,Card,Hyderabad,1,Electronics - Laptop
ORD104170,CUST11310,PROD10117,2026-02-25,215,Card,Mumbai,0,Toys & Baby Products
ORD104171,CUST11218,PROD10443,2026-02-17,755,Card,Hyderabad,0,Toys & Baby Products
ORD104172,CUST10521,PROD10425,2026-02-18,2594,COD,Visakhapatnam,0,Fashion - Footwear
ORD104173,CUST10309,PROD10196,2026-02-12,234,Card,Nagpur,0,Electronics - Accessories
ORD104174,CUST11370,PROD10332,2026-01-11,1260,COD,Pune,1,Sports & Fitness
ORD104175,CUST10170,PROD10207,2026-01-19,1911,COD,Delhi,1,Fashion - Footwear
ORD104176,CUST11594,PROD10368,2026-01-14,2146,Prepaid,Jaipur,1,Home & Kitchen
ORD104177,CUST11927,PROD10406,2026-02-20,179,Card,Delhi,0,Electronics - Accessories
ORD104178,CUST10190,PROD10461,2026-02-27,45705,UPI,Visakhapatnam,0,Electronics - Laptop
ORD104179,CUST10939,PROD10479,2026-02-19,1359,UPI,Delhi,0,Toys & Baby Products
ORD104180,CUST11778,PROD10227,2026-02-20,84,Wallet,Visakhapatnam,0,Books
ORD104181,CUST11518,PROD10293,2026-02-19,1879,Wallet,Raipur,0,Sports & Fitness
ORD104182,CUST10776,PROD10273,2026-01-08,1508,Wallet,Delhi,1,Fashion - Footwear
ORD104183,CUST11571,PROD10469,2026-01-01,512,Card,Vadodara,0,Toys & Baby Products
ORD104184,CUST10703,PROD10254,2026-02-19,284,COD,Mumbai,0,Fashion - Footwear
ORD104185,CUST11629,PROD10234,2026-01-20,1871,Prepaid,Guwahati,1,Fashion - Clothing
ORD104186,CUST11638,PROD10185,2026-02-03,20712,COD,Indore,0,Electronics - Mobile
ORD104187,CUST11481,PROD10200,2026-02-03,743,Card,Kolkata,0,Beauty & Personal Care
ORD104188,CUST10558,PROD10301,2026-02-09,1159,COD,Indore,0,Home & Kitchen
ORD104189,CUST10119,PROD10108,2026-02-22,50151,Wallet,Vadodara,0,Electronics - Laptop
ORD104190,CUST10350,PROD10145,2026-02-17,734,COD,Bhopal,0,Electronics - Accessories
ORD104191,CUST10728,PROD10227,2026-01-17,84,COD,Ranchi,1,Books
ORD104192,CUST10054,PROD10289,2026-02-09,32546,COD,Pune,0,Electronics - Laptop
ORD104193,CUST10894,PROD10107,2026-01-12,669,COD,Kolkata,1,Beauty & Personal Care
ORD104194,CUST11566,PROD10124,2026-01-21,56737,COD,Raipur,1,Electronics - Laptop
ORD104195,CUST10903,PROD10377,2026-02-07,1346,COD,Chennai,0,Sports & Fitness
ORD104196,CUST11845,PROD10059,2026-01-06,1980,Prepaid,Patna,0,Sports & Fitness
ORD104197,CUST11865,PROD10358,2026-02-03,596,Prepaid,Chandigarh,0,Electronics - Accessories
ORD104198,CUST11970,PROD10273,2026-01-17,1508,Wallet,Nagpur,1,Fashion - Footwear
ORD104199,CUST11837,PROD10261,2026-02-09,770,Card,Delhi,0,Fashion - Clothing
ORD104200,CUST11221,PROD10113,2026-02-22,94264,COD,Bhopal,0,Electronics - Laptop
ORD104201,CUST10497,PROD10182,2026-02-22,643,COD,Jaipur,0,Fashion - Footwear
ORD104202,CUST10241,PROD10256,2026-02-12,3900,COD,Pune,0,Home & Kitchen
ORD104203,CUST11676,PROD10337,2026-01-30,942,UPI,Coimbatore,1,Sports & Fitness
ORD104204,CUST11332,PROD10140,2026-02-14,1381,Prepaid,Coimbatore,0,Sports & Fitness
ORD104205,CUST11797,PROD10388,2026-01-03,1275,UPI,Mysore,0,Toys & Baby Products
ORD104206,CUST11344,PROD10439,2026-01-27,772,COD,Raipur,1,Toys & Baby Products
ORD104207,CUST10708,PROD10315,2026-02-01,15168,UPI,Lucknow,1,Electronics - Mobile
ORD104208,CUST10017,PROD10171,2026-02-24,847,UPI,Lucknow,0,Fashion - Footwear
ORD104209,CUST11684,PROD10294,2026-02-03,607,Wallet,Lucknow,0,Electronics - Accessories
ORD104210,CUST11887,PROD10405,2026-02-05,19982,UPI,Bangalore,0,Electronics - Mobile
ORD104211,CUST11983,PROD10032,2026-02-24,297,Card,Visakhapatnam,0,Books
ORD104212,CUST10963,PROD10497,2026-02-13,1047,COD,Ahmedabad,0,Sports & Fitness
ORD104213,CUST11492,PROD10276,2026-01-18,899,Wallet,Ahmedabad,1,Toys & Baby Products
ORD104214,CUST10010,PROD10150,2026-01-12,2375,Wallet,Lucknow,1,Home & Kitchen
ORD104215,CUST11962,PROD10053,2026-01-31,1105,Card,Kanpur,1,Fashion - Clothing
ORD104216,CUST11397,PROD10242,2026-02-20,400,Prepaid,Kolkata,0,Books
ORD104217,CUST10537,PROD10220,2026-01-06,91293,Wallet,Hyderabad,0,Electronics - Laptop
ORD104218,CUST10688,PROD10274,2026-01-04,205,Card,Chennai,0,Electronics - Accessories
ORD104219,CUST11639,PROD10073,2026-02-09,1225,UPI,Bangalore,0,Beauty & Personal Care
ORD104220,CUST10867,PROD10228,2026-02-25,285,Wallet,Bangalore,0,Electronics - Accessories
ORD104221,CUST11269,PROD10470,2026-02-02,979,Wallet,Bangalore,1,Sports & Fitness
ORD104222,CUST11207,PROD10277,2026-02-03,10198,COD,Kanpur,0,Electronics - Mobile
ORD104223,CUST10963,PROD10169,2026-01-19,29925,COD,Ahmedabad,1,Electronics - Laptop
ORD104224,CUST11050,PROD10132,2026-02-26,23753,Card,Hyderabad,0,Electronics - Laptop
ORD104225,CUST11979,PROD10035,2026-01-16,189,COD,Indore,1,Fashion - Clothing
ORD104226,CUST10236,PROD10470,2026-02-09,979,UPI,Ahmedabad,0,Sports & Fitness
ORD104227,CUST11478,PROD10479,2026-02-07,1359,UPI,Delhi,0,Toys & Baby Products
ORD104228,CUST10851,PROD10455,2026-02-28,262,COD,Patna,0,Electronics - Accessories
ORD104229,CUST10672,PROD10492,2026-02-08,838,Wallet,Raipur,0,Fashion - Clothing
ORD104230,CUST10681,PROD10339,2026-01-05,330,UPI,Vadodara,0,Electronics - Accessories
ORD104231,CUST10514,PROD10192,2026-02-27,907,COD,Vadodara,0,Fashion - Clothing
ORD104232,CUST11234,PROD10013,2026-01-08,50,COD,Ahmedabad,1,Fashion - Footwear
ORD104233,CUST10570,PROD10430,2026-02-03,208,COD,Bangalore,0,Fashion - Clothing
ORD104234,CUST10603,PROD10245,2026-02-08,466,COD,Hyderabad,0,Beauty & Personal Care
ORD104235,CUST11472,PROD10403,2026-02-12,45939,COD,Ranchi,0,Electronics - Laptop
ORD104236,CUST10243,PROD10471,2026-02-26,50,COD,Coimbatore,0,Beauty & Personal Care
ORD104237,CUST10737,PROD10209,2026-02-05,122054,UPI,Mysore,0,Electronics - Laptop
ORD104238,CUST11444,PROD10067,2026-02-14,1001,Prepaid,Delhi,0,Beauty & Personal Care
ORD104239,CUST11978,PROD10482,2026-02-21,50,Wallet,Bangalore,0,Toys & Baby Products
ORD104240,CUST10686,PROD10314,2026-01-17,2244,Card,Patna,1,Sports & Fitness
ORD104241,CUST11982,PROD10118,2026-01-07,3714,COD,Coimbatore,1,Home & Kitchen
ORD104242,CUST10268,PROD10361,2026-01-09,2426,Card,Nagpur,1,Sports & Fitness
ORD104243,CUST10494,PROD10127,2026-01-04,373,COD,Bangalore,0,Beauty & Personal Care
ORD104244,CUST10901,PROD10491,2026-02-13,4219,COD,Kolkata,0,Home & Kitchen
ORD104245,CUST11812,PROD10467,2026-02-11,1178,Wallet,Indore,0,Fashion - Clothing
ORD104246,CUST10138,PROD10274,2026-01-27,205,UPI,Indore,1,Electronics - Accessories
ORD104247,CUST10582,PROD10152,2026-01-30,459,Card,Patna,1,Toys & Baby Products
ORD104248,CUST10856,PROD10096,2026-02-25,718,COD,Pune,0,Beauty & Personal Care
ORD104249,CUST11651,PROD10053,2026-01-09,1105,UPI,Patna,1,Fashion - Clothing
ORD104250,CUST11113,PROD10357,2026-01-01,1567,UPI,Nagpur,0,Home & Kitchen
ORD104251,CUST11141,PROD10462,2026-02-01,640,Prepaid,Ahmedabad,1,Sports & Fitness
ORD104252,CUST11855,PROD10202,2026-01-27,1341,COD,Ahmedabad,1,Fashion - Clothing
ORD104253,CUST11427,PROD10451,2026-01-20,2264,Card,Patna,1,Fashion - Footwear
ORD104254,CUST11051,PROD10205,2026-01-25,7497,COD,Nagpur,1,Electronics - Mobile
ORD104255,CUST10886,PROD10166,2026-02-15,1211,Prepaid,Vadodara,0,Fashion - Clothing
ORD104256,CUST11070,PROD10476,2026-01-02,1088,COD,Indore,0,Fashion - Clothing
ORD104257,CUST11750,PROD10282,2026-02-13,76720,COD,Kochi,0,Electronics - Laptop
ORD104258,CUST10693,PROD10071,2026-01-05,75760,Wallet,Delhi,0,Electronics - Laptop
ORD104259,CUST10886,PROD10299,2026-01-03,1703,Card,Vadodara,0,Sports & Fitness
ORD104260,CUST11708,PROD10487,2026-02-09,167,COD,Pune,0,Beauty & Personal Care
ORD104261,CUST11206,PROD10472,2026-02-15,50,Card,Kanpur,0,Sports & Fitness
ORD104262,CUST10359,PROD10274,2026-02-02,205,Card,Guwahati,1,Electronics - Accessories
ORD104263,CUST10919,PROD10452,2026-01-03,204,COD,Jaipur,0,Electronics - Accessories
ORD104264,CUST10091,PROD10124,2026-01-06,56737,UPI,Bhopal,0,Electronics - Laptop
ORD104265,CUST11668,PROD10315,2026-02-04,15168,Wallet,Jaipur,0,Electronics - Mobile
ORD104266,CUST10186,PROD10405,2026-02-16,19982,UPI,Bhopal,0,Electronics - Mobile
ORD104267,CUST10429,PROD10381,2026-01-11,500,UPI,Delhi,1,Fashion - Clothing
ORD104268,CUST11776,PROD10221,2026-01-25,7654,Card,Raipur,1,Electronics - Laptop
ORD104269,CUST10259,PROD10403,2026-01-29,45939,Wallet,Ahmedabad,1,Electronics - Laptop
ORD104270,CUST11116,PROD10199,2026-01-09,71,COD,Bangalore,1,Books
ORD104271,CUST11109,PROD10359,2026-02-12,838,UPI,Patna,0,Fashion - Footwear
ORD104272,CUST10965,PROD10073,2026-02-03,1225,Wallet,Visakhapatnam,0,Beauty & Personal Care
ORD104273,CUST10059,PROD10369,2026-01-16,413,COD,Indore,1,Fashion - Clothing
ORD104274,CUST11035,PROD10467,2026-01-31,1178,UPI,Kolkata,1,Fashion - Clothing
ORD104275,CUST11702,PROD10137,2026-01-29,12423,Prepaid,Raipur,1,Electronics - Mobile
ORD104276,CUST10832,PROD10093,2026-02-12,234,COD,Delhi,0,Books
ORD104277,CUST11687,PROD10113,2026-01-18,94264,Card,Ahmedabad,1,Electronics - Laptop
ORD104278,CUST11665,PROD10445,2026-02-18,867,Card,Pune,0,Beauty & Personal Care
ORD104279,CUST10983,PROD10124,2026-01-22,56737,UPI,Pune,1,Electronics - Laptop
ORD104280,CUST10395,PROD10488,2026-02-11,2849,COD,Chennai,0,Fashion - Footwear
ORD104281,CUST11647,PROD10435,2026-02-23,837,Prepaid,Nagpur,0,Toys & Baby Products
ORD104282,CUST10114,PROD10130,2026-01-22,50,COD,Jaipur,1,Books
ORD104283,CUST11086,PROD10182,2026-02-15,643,UPI,Kolkata,0,Fashion - Footwear
ORD104284,CUST10124,PROD10482,2026-01-09,50,UPI,Indore,1,Toys & Baby Products
ORD104285,CUST11526,PROD10325,2026-02-12,5286,UPI,Vadodara,0,Electronics - Mobile
ORD104286,CUST11127,PROD10176,2026-02-22,45260,Wallet,Bhopal,0,Electronics - Laptop
ORD104287,CUST11889,PROD10466,2026-01-02,1107,UPI,Chandigarh,0,Fashion - Clothing
ORD104288,CUST11615,PROD10130,2026-01-03,50,COD,Vadodara,0,Books
ORD104289,CUST11988,PROD10078,2026-01-22,1273,Card,Hyderabad,1,Sports & Fitness
ORD104290,CUST11860,PROD10210,2026-02-03,414,UPI,Chandigarh,0,Books
ORD104291,CUST11185,PROD10407,2026-01-29,1386,Wallet,Bhopal,1,Fashion - Footwear
ORD104292,CUST11329,PROD10019,2026-01-19,50,COD,Raipur,1,Beauty & Personal Care
ORD104293,CUST10851,PROD10244,2026-02-05,199,COD,Patna,0,Fashion - Clothing
ORD104294,CUST11954,PROD10035,2026-01-24,189,Wallet,Ranchi,1,Fashion - Clothing
ORD104295,CUST11305,PROD10401,2026-02-25,180,COD,Patna,0,Books
ORD104296,CUST11780,PROD10330,2026-01-30,297,COD,Delhi,1,Books
ORD104297,CUST10800,PROD10430,2026-02-20,208,Card,Pune,0,Fashion - Clothing
ORD104298,CUST10778,PROD10311,2026-01-01,829,COD,Chennai,0,Electronics - Accessories
ORD104299,CUST11977,PROD10142,2026-02-02,50,COD,Bangalore,1,Home & Kitchen
ORD104300,CUST11838,PROD10135,2026-02-17,4324,COD,Delhi,0,Home & Kitchen
ORD104301,CUST11022,PROD10382,2026-01-15,50,COD,Kochi,1,Fashion - Footwear
ORD104302,CUST11457,PROD10091,2026-02-09,790,UPI,Patna,0,Electronics - Accessories
ORD104303,CUST10580,PROD10278,2026-02-08,1255,Wallet,Bhopal,0,Sports & Fitness
ORD104304,CUST11880,PROD10353,2026-01-29,536,COD,Jaipur,1,Beauty & Personal Care
ORD104305,CUST11350,PROD10434,2026-01-28,75047,UPI,Bangalore,1,Electronics - Laptop
ORD104306,CUST11387,PROD10314,2026-01-17,2244,Card,Nagpur,1,Sports & Fitness
ORD104307,CUST11963,PROD10081,2026-01-27,371,COD,Vadodara,1,Books
ORD104308,CUST10999,PROD10211,2026-01-02,24084,Card,Pune,0,Electronics - Mobile
ORD104309,CUST10422,PROD10030,2026-01-06,1018,COD,Jaipur,0,Fashion - Footwear
ORD104310,CUST11471,PROD10024,2026-01-15,382,UPI,Ahmedabad,1,Beauty & Personal Care
ORD104311,CUST11179,PROD10261,2026-01-02,770,UPI,Nagpur,0,Fashion - Clothing
ORD104312,CUST11477,PROD10484,2026-02-02,421,COD,Bhopal,1,Fashion - Clothing
ORD104313,CUST11775,PROD10388,2026-01-25,1275,COD,Ahmedabad,1,Toys & Baby Products
ORD104314,CUST10458,PROD10126,2026-01-23,203,Prepaid,Lucknow,1,Beauty & Personal Care
ORD104315,CUST10656,PROD10456,2026-02-26,557,Prepaid,Mysore,0,Beauty & Personal Care
ORD104316,CUST10078,PROD10276,2026-02-13,899,COD,Nagpur,0,Toys & Baby Products
ORD104317,CUST10239,PROD10187,2026-02-22,14417,COD,Kochi,0,Electronics - Mobile
ORD104318,CUST10936,PROD10143,2026-02-23,673,Card,Kolkata,0,Beauty & Personal Care
ORD104319,CUST10826,PROD10234,2026-01-02,1871,COD,Pune,0,Fashion - Clothing
ORD104320,CUST11343,PROD10230,2026-02-01,434,COD,Lucknow,1,Toys & Baby Products
ORD104321,CUST11570,PROD10235,2026-01-05,426,Wallet,Mysore,0,Books
ORD104322,CUST10749,PROD10311,2026-01-28,829,Card,Delhi,1,Electronics - Accessories
ORD104323,CUST10947,PROD10356,2026-02-28,14851,Card,Kanpur,0,Electronics - Mobile
ORD104324,CUST10723,PROD10491,2026-02-01,4219,Card,Nagpur,1,Home & Kitchen
ORD104325,CUST11252,PROD10291,2026-01-24,805,Prepaid,Chandigarh,1,Sports & Fitness
ORD104326,CUST11824,PROD10175,2026-01-21,1861,UPI,Coimbatore,1,Sports & Fitness
ORD104327,CUST11409,PROD10322,2026-01-25,772,COD,Visakhapatnam,1,Home & Kitchen
ORD104328,CUST11454,PROD10323,2026-01-06,2873,COD,Chandigarh,0,Sports & Fitness
ORD104329,CUST10615,PROD10263,2026-01-24,95,Card,Indore,1,Books
ORD104330,CUST11838,PROD10038,2026-02-05,135,COD,Delhi,0,Fashion - Clothing
ORD104331,CUST10706,PROD10482,2026-01-11,50,UPI,Guwahati,1,Toys & Baby Products
ORD104332,CUST11513,PROD10436,2026-02-12,2802,UPI,Vadodara,0,Fashion - Footwear
ORD104333,CUST11656,PROD10477,2026-01-04,1749,UPI,Ahmedabad,0,Fashion - Footwear
ORD104334,CUST11586,PROD10388,2026-01-05,1275,Card,Raipur,0,Toys & Baby Products
ORD104335,CUST10197,PROD10447,2026-01-05,112,UPI,Lucknow,0,Books
ORD104336,CUST10189,PROD10153,2026-02-23,1685,Wallet,Lucknow,0,Fashion - Footwear
ORD104337,CUST10604,PROD10363,2026-01-19,53034,Prepaid,Kolkata,1,Electronics - Laptop
ORD104338,CUST11646,PROD10104,2026-01-03,41774,UPI,Indore,0,Electronics - Laptop
ORD104339,CUST10969,PROD10322,2026-01-25,772,Card,Jaipur,1,Home & Kitchen
ORD104340,CUST10948,PROD10103,2026-01-02,279,UPI,Vadodara,0,Beauty & Personal Care
ORD104341,CUST10614,PROD10486,2026-01-04,476,COD,Delhi,0,Fashion - Clothing
ORD104342,CUST11492,PROD10185,2026-02-13,20712,UPI,Ahmedabad,0,Electronics - Mobile
ORD104343,CUST11481,PROD10479,2026-01-06,1359,Card,Kolkata,0,Toys & Baby Products
ORD104344,CUST11798,PROD10146,2026-01-01,128,UPI,Chennai,0,Electronics - Accessories
ORD104345,CUST11193,PROD10102,2026-02-19,925,COD,Raipur,0,Sports & Fitness
ORD104346,CUST10593,PROD10329,2026-02-23,1702,Prepaid,Pune,0,Sports & Fitness
ORD104347,CUST11179,PROD10128,2026-01-06,849,COD,Nagpur,0,Toys & Baby Products
ORD104348,CUST11467,PROD10045,2026-02-22,924,Prepaid,Jaipur,0,Fashion - Footwear
ORD104349,CUST10740,PROD10367,2026-02-23,302,Card,Indore,0,Books
ORD104350,CUST10979,PROD10292,2026-01-21,728,Prepaid,Bangalore,1,Sports & Fitness
ORD104351,CUST11448,PROD10013,2026-01-19,50,Wallet,Visakhapatnam,1,Fashion - Footwear
ORD104352,CUST11244,PROD10467,2026-01-17,1178,COD,Mumbai,1,Fashion - Clothing
ORD104353,CUST11639,PROD10466,2026-02-11,1107,COD,Bangalore,0,Fashion - Clothing
ORD104354,CUST10315,PROD10166,2026-01-20,1211,COD,Hyderabad,1,Fashion - Clothing
ORD104355,CUST10176,PROD10283,2026-02-27,209,COD,Pune,0,Sports & Fitness
ORD104356,CUST11955,PROD10494,2026-02-20,956,COD,Kochi,0,Electronics - Accessories
ORD104357,CUST11638,PROD10154,2026-02-17,2439,UPI,Indore,0,Home & Kitchen
ORD104358,CUST10536,PROD10410,2026-02-02,3067,Wallet,Chennai,1,Home & Kitchen
ORD104359,CUST10140,PROD10103,2026-01-14,279,Wallet,Kochi,1,Beauty & Personal Care
ORD104360,CUST11417,PROD10090,2026-02-27,46941,Wallet,Hyderabad,0,Electronics - Laptop
ORD104361,CUST10178,PROD10095,2026-02-01,60,COD,Bangalore,1,Electronics - Accessories
ORD104362,CUST11678,PROD10065,2026-01-08,571,UPI,Chandigarh,1,Books
ORD104363,CUST10053,PROD10395,2026-01-11,412,COD,Bhopal,1,Beauty & Personal Care
ORD104364,CUST11808,PROD10356,2026-02-15,14851,COD,Coimbatore,0,Electronics - Mobile
ORD104365,CUST10171,PROD10114,2026-01-03,13461,COD,Mumbai,0,Electronics - Mobile
ORD104366,CUST11212,PROD10439,2026-01-20,772,UPI,Jaipur,1,Toys & Baby Products
ORD104367,CUST11265,PROD10269,2026-02-08,16045,COD,Bangalore,0,Electronics - Mobile
ORD104368,CUST11116,PROD10330,2026-02-03,297,Wallet,Bangalore,0,Books
ORD104369,CUST11387,PROD10211,2026-01-20,24084,UPI,Nagpur,1,Electronics - Mobile
ORD104370,CUST10385,PROD10059,2026-02-22,1980,COD,Pune,0,Sports & Fitness
ORD104371,CUST11384,PROD10294,2026-02-25,607,UPI,Delhi,0,Electronics - Accessories
ORD104372,CUST10143,PROD10343,2026-01-14,794,COD,Pune,1,Sports & Fitness
ORD104373,CUST10803,PROD10493,2026-02-05,510,UPI,Bangalore,0,Sports & Fitness
ORD104374,CUST10192,PROD10226,2026-01-10,625,COD,Jaipur,1,Beauty & Personal Care
ORD104375,CUST10882,PROD10451,2026-02-25,2264,Wallet,Vadodara,0,Fashion - Footwear
ORD104376,CUST10110,PROD10153,2026-02-15,1685,Prepaid,Patna,0,Fashion - Footwear
ORD104377,CUST11866,PROD10247,2026-01-06,977,COD,Indore,0,Fashion - Footwear
ORD104378,CUST11341,PROD10111,2026-02-14,1478,COD,Bangalore,0,Fashion - Footwear
ORD104379,CUST11153,PROD10047,2026-02-09,23456,COD,Pune,0,Electronics - Mobile
ORD104380,CUST11036,PROD10406,2026-02-18,179,Prepaid,Ranchi,0,Electronics - Accessories
ORD104381,CUST10657,PROD10416,2026-02-25,2440,COD,Raipur,0,Sports & Fitness
ORD104382,CUST10489,PROD10369,2026-01-14,413,Prepaid,Chandigarh,1,Fashion - Clothing
ORD104383,CUST11563,PROD10454,2026-01-16,10757,COD,Jaipur,1,Electronics - Mobile
ORD104384,CUST11636,PROD10134,2026-02-07,620,Prepaid,Coimbatore,0,Home & Kitchen
ORD104385,CUST11962,PROD10252,2026-01-05,724,COD,Kanpur,0,Books
ORD104386,CUST11063,PROD10243,2026-02-19,62315,Prepaid,Delhi,0,Electronics - Laptop
ORD104387,CUST11692,PROD10366,2026-02-01,2336,UPI,Indore,1,Home & Kitchen
ORD104388,CUST10733,PROD10362,2026-02-25,1112,UPI,Vadodara,0,Sports & Fitness
