return_id,order_id,customer_id,return_date,reason,refund_amount,days_to_return
RET12075,ORD105155,CUST10935,2026-01-14,Better price elsewhere,217,5
RET12076,ORD105162,CUST10784,2026-03-04,Changed mind,1536,7
RET12077,ORD105163,CUST11659,2026-01-18,Defective product,638,2
RET12078,ORD105168,CUST11674,2026-03-07,Product not as described,1019,8
RET12079,ORD105172,CUST11286,2026-02-24,Quality not as expected,500,11
RET12080,ORD105173,CUST10226,2026-01-06,Size/fit issue,1879,4
RET12081,ORD105175,CUST10661,2026-01-21,Size/fit issue,53034,1
RET12082,ORD105176,CUST10067,2026-01-24,Product not as described,1108,3
RET12083,ORD105177,CUST11242,2026-01-22,Damaged in shipping,94264,9
RET12084,ORD105180,CUST10646,2026-02-19,Size/fit issue,562,4
RET12085,ORD105181,CUST10396,2026-02-19,Damaged in shipping,970,5
RET12086,ORD105182,CUST11183,2026-02-06,Wrong item received,627,2
RET12087,ORD105183,CUST10830,2026-01-21,Wrong item received,1389,4
RET12088,ORD105185,CUST10196,2026-02-01,Changed mind,802,2
RET12089,ORD105186,CUST11979,2026-01-24,Better price elsewhere,50,6
RET12090,ORD105190,CUST10189,2026-02-24,Size/fit issue,703,13
RET12091,ORD105191,CUST10779,2026-01-13,Size/fit issue,26530,6
RET12092,ORD105193,CUST11949,2026-01-21,Damaged in shipping,88796,5
RET12093,ORD105194,CUST10062,2026-02-21,Defective product,481,7
RET12094,ORD105195,CUST10117,2026-01-30,Quality not as expected,1190,7
RET12095,ORD105200,CUST11480,2026-01-09,Better price elsewhere,1685,6
RET12096,ORD105204,CUST11745,2026-02-04,Product not as described,217,10
RET12097,ORD105205,CUST11180,2026-02-04,Defective product,394,9
RET12098,ORD105210,CUST11909,2026-02-23,Wrong item received,2594,13
RET12099,ORD105212,CUST11771,2026-02-23,Wrong item received,360,6
RET12100,ORD105218,CUST11080,2026-01-25,Size/fit issue,49839,2
RET12101,ORD105219,CUST10952,2026-02-12,Quality not as expected,2904,11
RET12102,ORD105221,CUST11428,2026-02-16,Product not as described,16229,14
RET12103,ORD105222,CUST11963,2026-01-13,Changed mind,384,6
RET12104,ORD105226,CUST10799,2026-03-01,Changed mind,14851,8
RET12105,ORD105227,CUST11214,2026-01-22,Size/fit issue,2443,11
RET12106,ORD105231,CUST10720,2026-01-14,Better price elsewhere,520,10
RET12107,ORD105233,CUST11308,2026-01-18,Quality not as expected,400,5
RET12108,ORD105235,CUST11488,2026-01-31,Product not as described,284,14
RET12109,ORD105237,CUST10765,2026-02-14,Product not as described,50,5
RET12110,ORD105238,CUST11340,2026-02-02,Better price elsewhere,1131,13
RET12111,ORD105239,CUST10481,2026-02-08,Changed mind,366,14
RET12112,ORD105244,CUST11658,2026-01-19,Product not as described,1934,11
RET12113,ORD105247,CUST11284,2026-01-26,Size/fit issue,16574,10
RET12114,ORD105249,CUST11086,2026-02-05,Changed mind,1001,3
RET12115,ORD105250,CUST10765,2026-01-21,Defective product,3714,5
RET12116,ORD105253,CUST11124,2026-02-06,Changed mind,952,5
RET12117,ORD105254,CUST11032,2026-01-11,Size/fit issue,201,3
RET12118,ORD105256,CUST10594,2026-01-29,Defective product,500,5
RET12119,ORD105258,CUST11185,2026-01-19,Damaged in shipping,94264,13
RET12120,ORD105259,CUST10942,2026-02-05,Defective product,770,8
RET12121,ORD105263,CUST10647,2026-02-09,Quality not as expected,1211,9
RET12122,ORD105265,CUST10939,2026-01-18,Quality not as expected,1685,4
RET12123,ORD105266,CUST10257,2026-01-26,Product not as described,1395,6
RET12124,ORD105267,CUST11312,2026-01-22,Product not as described,843,8
RET12125,ORD105268,CUST11029,2026-02-23,Wrong item received,910,9
RET12126,ORD105269,CUST11412,2026-02-08,Quality not as expected,29925,7
RET12127,ORD105271,CUST11267,2026-02-09,Damaged in shipping,184,7
RET12128,ORD105272,CUST11612,2026-01-30,Quality not as expected,718,5
RET12129,ORD105273,CUST10923,2026-01-28,Defective product,1702,5
RET12130,ORD105274,CUST11806,2026-01-28,Product not as described,1850,11
RET12131,ORD105282,CUST10533,2026-01-20,Wrong item received,1459,7
RET12132,ORD105284,CUST11074,2026-01-12,Damaged in shipping,805,7
RET12133,ORD105288,CUST10628,2026-02-07,Changed mind,1386,5
RET12134,ORD105289,CUST10206,2026-02-01,Product not as described,924,11
RET12135,ORD105290,CUST11751,2026-01-26,Quality not as expected,718,6
RET12136,ORD105291,CUST10810,2026-02-25,Defective product,987,14
RET12137,ORD105292,CUST11714,2026-02-01,Size/fit issue,414,13
RET12138,ORD105296,CUST10699,2026-01-20,Size/fit issue,53034,3
RET12139,ORD105301,CUST10565,2026-01-30,Wrong item received,16229,5
RET12140,ORD105302,CUST11706,2026-01-21,Defective product,1257,4
RET12141,ORD105303,CUST11476,2026-01-09,Wrong item received,1530,5
RET12142,ORD105305,CUST10105,2026-02-18,Better price elsewhere,625,12
RET12143,ORD105307,CUST10531,2026-03-02,Damaged in shipping,2873,12
RET12144,ORD105311,CUST10893,2026-02-20,Defective product,1097,8
RET12145,ORD105313,CUST10403,2026-02-01,Better price elsewhere,1143,6
RET12146,ORD105314,CUST10287,2026-02-02,Better price elsewhere,501,11
RET12147,ORD105317,CUST11365,2026-02-20,Better price elsewhere,1228,4
RET12148,ORD105319,CUST11510,2026-01-31,Wrong item received,22507,11
RET12149,ORD105321,CUST11317,2026-01-09,Defective product,1190,2
RET12150,ORD105333,CUST10825,2026-02-11,Damaged in shipping,1036,2
RET12151,ORD105338,CUST11959,2026-02-15,Quality not as expected,184,1
RET12152,ORD105339,CUST10253,2026-02-01,Better price elsewhere,13232,11
RET12153,ORD105340,CUST10306,2026-01-16,Quality not as expected,2146,8
RET12154,ORD105341,CUST10052,2026-01-21,Damaged in shipping,557,14
RET12155,ORD105342,CUST10126,2026-01-31,Better price elsewhere,39948,10
RET12156,ORD105346,CUST10302,2026-02-18,Defective product,2264,2
RET12157,ORD105347,CUST10808,2026-02-07,Quality not as expected,653,12
RET12158,ORD105348,CUST10167,2026-01-20,Wrong item received,772,4
RET12159,ORD105352,CUST11666,2026-02-11,Damaged in shipping,703,11
RET12160,ORD105358,CUST10996,2026-01-15,Better price elsewhere,293,6
RET12161,ORD105359,CUST10919,2026-02-03,Size/fit issue,1260,12
RET12162,ORD105361,CUST10493,2026-01-19,Product not as described,214,5
RET12163,ORD105365,CUST10885,2026-01-30,Changed mind,1526,11
RET12164,ORD105368,CUST11541,2026-02-22,Damaged in shipping,45490,4
RET12165,ORD105369,CUST11189,2026-01-23,Better price elsewhere,76720,2
RET12166,ORD105373,CUST11373,2026-01-22,Size/fit issue,529,11
RET12167,ORD105374,CUST11124,2026-01-29,Product not as described,461,1
RET12168,ORD105376,CUST10369,2026-03-08,Quality not as expected,461,10
RET12169,ORD105377,CUST11850,2026-02-01,Defective product,1075,2
RET12170,ORD105379,CUST10144,2026-01-11,Damaged in shipping,3148,5
RET12171,ORD105382,CUST10708,2026-02-26,Product not as described,1561,4
RET12172,ORD105383,CUST11750,2026-01-04,Wrong item received,726,3
RET12173,ORD105385,CUST11159,2026-02-26,Defective product,929,14
RET12174,ORD105387,CUST11442,2026-02-07,Quality not as expected,1493,11
RET12175,ORD105389,CUST11867,2026-01-28,Wrong item received,62991,5
RET12176,ORD105390,CUST11599,2026-01-24,Changed mind,2904,7
RET12177,ORD105392,CUST10759,2026-01-23,Changed mind,462,1
RET12178,ORD105394,CUST11520,2026-02-18,Changed mind,1358,9
RET12179,ORD105395,CUST10602,2026-02-10,Defective product,50,3
RET12180,ORD105397,CUST11531,2026-03-13,Better price elsewhere,807,13
RET12181,ORD105403,CUST10288,2026-01-23,Damaged in shipping,345,6
RET12182,ORD105405,CUST11778,2026-01-16,Quality not as expected,4219,13
RET12183,ORD105406,CUST11809,2026-03-04,Quality not as expected,952,10
RET12184,ORD105408,CUST11056,2026-02-03,Product not as described,885,5
RET12185,ORD105412,CUST11954,2026-01-19,Better price elsewhere,3148,11
RET12186,ORD105414,CUST10500,2026-03-08,Damaged in shipping,82523,12
RET12187,ORD105415,CUST11672,2026-01-10,Product not as described,1478,5
RET12188,ORD105416,CUST11241,2026-01-20,Size/fit issue,208,6
RET12189,ORD105417,CUST10215,2026-01-06,Changed mind,541,4
RET12190,ORD105418,CUST10331,2026-01-22,Size/fit issue,124,6
RET12191,ORD105420,CUST11378,2026-01-12,Better price elsewhere,2594,10
RET12192,ORD105425,CUST10313,2026-01-17,Changed mind,9285,12
RET12193,ORD105426,CUST11114,2026-02-01,Changed mind,3171,3
RET12194,ORD105427,CUST11060,2026-01-30,Quality not as expected,620,2
RET12195,ORD105428,CUST11299,2026-02-02,Changed mind,1131,2
RET12196,ORD105429,CUST10376,2026-01-09,Damaged in shipping,1275,4
RET12197,ORD105430,CUST11242,2026-02-08,Damaged in shipping,1879,8
RET12198,ORD105432,CUST10384,2026-01-26,Damaged in shipping,1702,6
RET12199,ORD105436,CUST11727,2026-01-06,Damaged in shipping,1341,5
RET12200,ORD105437,CUST11288,2026-01-22,Defective product,718,14
RET12201,ORD105438,CUST10480,2026-01-30,Quality not as expected,284,6
RET12202,ORD105441,CUST11402,2026-01-20,Size/fit issue,312,11
RET12203,ORD105445,CUST11464,2026-03-13,Changed mind,209,14
RET12204,ORD105448,CUST10951,2026-01-07,Defective product,839,2
RET12205,ORD105449,CUST10436,2026-02-09,Defective product,1025,5
RET12206,ORD105450,CUST11988,2026-01-23,Product not as described,1879,8
RET12207,ORD105452,CUST10563,2026-01-14,Damaged in shipping,510,6
RET12208,ORD105453,CUST10699,2026-02-05,Size/fit issue,88796,3
RET12209,ORD105457,CUST11021,2026-02-13,Wrong item received,838,6
RET12210,ORD105462,CUST10488,2026-02-08,Product not as described,1530,13
RET12211,ORD105466,CUST10063,2026-01-31,Changed mind,50,4
RET12212,ORD105471,CUST11397,2026-01-25,Wrong item received,1260,2
RET12213,ORD105472,CUST11547,2026-02-15,Damaged in shipping,1548,2
RET12214,ORD105473,CUST11918,2026-03-04,Changed mind,1275,8
RET12215,ORD105484,CUST11421,2026-02-15,Defective product,1725,10
RET12216,ORD105489,CUST10962,2026-01-14,Wrong item received,742,6
RET12217,ORD105493,CUST11609,2026-01-09,Size/fit issue,970,7
RET12218,ORD105494,CUST10275,2026-03-03,Defective product,642,8
RET12219,ORD105496,CUST11346,2026-01-21,Damaged in shipping,557,4
RET12220,ORD105497,CUST11660,2026-01-17,Changed mind,96,13
RET12221,ORD105498,CUST10534,2026-01-19,Changed mind,536,4
RET12222,ORD105499,CUST11644,2026-02-02,Damaged in shipping,1349,4
RET12223,ORD105501,CUST10956,2026-01-22,Damaged in shipping,827,3
RET12224,ORD105502,CUST10215,2026-02-21,Changed mind,500,8
RET12225,ORD105503,CUST10190,2026-02-10,Size/fit issue,770,13
RET12226,ORD105504,CUST10501,2026-01-22,Product not as described,306,6
RET12227,ORD105508,CUST11672,2026-01-11,Wrong item received,62315,7
RET12228,ORD105509,CUST10555,2026-03-04,Product not as described,3785,5
RET12229,ORD105513,CUST10430,2026-01-23,Wrong item received,1638,14
RET12230,ORD105516,CUST11712,2026-03-01,Changed mind,50,2
RET12231,ORD105521,CUST11324,2026-02-10,Quality not as expected,50,13
RET12232,ORD105522,CUST11339,2026-01-26,Product not as described,421,10
RET12233,ORD105526,CUST11368,2026-02-14,Defective product,796,5
RET12234,ORD105528,CUST11622,2026-01-12,Product not as described,838,6
RET12235,ORD105530,CUST11096,2026-01-16,Quality not as expected,1047,6
RET12236,ORD105533,CUST11981,2026-01-25,Quality not as expected,689,13
RET12237,ORD105534,CUST10399,2026-02-09,Better price elsewhere,1526,4
RET12238,ORD105536,CUST11943,2026-02-19,Changed mind,1395,2
RET12239,ORD105539,CUST10647,2026-03-02,Defective product,50,5
RET12240,ORD105541,CUST11655,2026-02-01,Changed mind,50151,8
RET12241,ORD105542,CUST11617,2026-01-21,Damaged in shipping,2904,2
RET12242,ORD105544,CUST11000,2026-01-18,Damaged in shipping,977,1
RET12243,ORD105545,CUST11863,2026-02-14,Wrong item received,1381,8
RET12244,ORD105548,CUST10890,2026-01-30,Damaged in shipping,1648,5
RET12245,ORD105550,CUST10257,2026-02-21,Size/fit issue,4219,4
RET12246,ORD105552,CUST10947,2026-01-29,Defective product,1105,14
RET12247,ORD105553,CUST11849,2026-03-10,Product not as described,461,13
RET12248,ORD105556,CUST10958,2026-03-11,Product not as described,690,14
RET12249,ORD105557,CUST11658,2026-02-24,Damaged in shipping,242,8
RET12250,ORD105561,CUST10063,2026-02-11,Wrong item received,3633,5
RET12251,ORD105563,CUST11447,2026-01-21,Damaged in shipping,199,2
RET12252,ORD105565,CUST10269,2026-01-14,Quality not as expected,366,10
RET12253,ORD105567,CUST10504,2026-02-21,Better price elsewhere,16856,11
RET12254,ORD105571,CUST11211,2026-01-22,Better price elsewhere,1107,5
RET12255,ORD105573,CUST11430,2026-03-10,Size/fit issue,779,11
RET12256,ORD105579,CUST10048,2026-01-25,Better price elsewhere,2382,11
RET12257,ORD105580,CUST10427,2026-02-27,Better price elsewhere,824,2
RET12258,ORD105582,CUST11880,2026-01-25,Quality not as expected,646,7
RET12259,ORD105585,CUST11131,2026-01-27,Damaged in shipping,20085,12
RET12260,ORD105586,CUST11959,2026-01-03,Better price elsewhere,22873,1
RET12261,ORD105588,CUST11089,2026-02-15,Defective product,302,7
RET12262,ORD105593,CUST10430,2026-02-24,Wrong item received,847,10
RET12263,ORD105594,CUST11865,2026-01-22,Product not as described,660,7
RET12264,ORD105595,CUST10396,2026-02-23,Quality not as expected,1461,3
RET12265,ORD105598,CUST10024,2026-02-06,Size/fit issue,2542,12
RET12266,ORD105599,CUST10903,2026-01-21,Defective product,82523,10
RET12267,ORD105602,CUST11989,2026-02-28,Damaged in shipping,35998,5
RET12268,ORD105605,CUST10371,2026-02-10,Quality not as expected,429,5
RET12269,ORD105606,CUST10398,2026-02-09,Quality not as expected,182,4
RET12270,ORD105612,CUST11059,2026-01-06,Damaged in shipping,50533,2
RET12271,ORD105615,CUST11076,2026-02-01,Wrong item received,317,5
RET12272,ORD105616,CUST10000,2026-01-12,Damaged in shipping,829,8
RET12273,ORD105621,CUST11167,2026-03-04,Changed mind,24084,13
RET12274,ORD105623,CUST11937,2026-01-20,Defective product,1316,12
RET12275,ORD105624,CUST11617,2026-01-11,Changed mind,1534,9
RET12276,ORD105629,CUST11939,2026-01-16,Better price elsewhere,94264,14
RET12277,ORD105631,CUST11056,2026-03-04,Quality not as expected,596,12
RET12278,ORD105635,CUST11697,2026-02-10,Size/fit issue,13232,12
RET12279,ORD105639,CUST11571,2026-01-23,Quality not as expected,536,14
RET12280,ORD105649,CUST11154,2026-02-27,Size/fit issue,770,10
RET12281,ORD105650,CUST11091,2026-02-09,Product not as described,2129,11
RET12282,ORD105653,CUST11312,2026-02-06,Wrong item received,39019,9
RET12283,ORD105654,CUST10187,2026-02-09,Damaged in shipping,1855,11
RET12284,ORD105655,CUST11101,2026-03-10,Changed mind,21603,11
RET12285,ORD105667,CUST11368,2026-02-21,Damaged in shipping,281,5
RET12286,ORD105672,CUST11351,2026-03-05,Changed mind,1187,8
RET12287,ORD105673,CUST10752,2026-01-16,Better price elsewhere,21015,6
RET12288,ORD105674,CUST10697,2026-02-05,Better price elsewhere,906,11
RET12289,ORD105680,CUST11683,2026-01-29,Better price elsewhere,68162,3
RET12290,ORD105681,CUST10387,2026-02-11,Product not as described,925,4
RET12291,ORD105684,CUST11773,2026-03-01,Quality not as expected,2146,8
RET12292,ORD105685,CUST11976,2026-02-19,Defective product,50,2
RET12293,ORD105691,CUST11826,2026-01-30,Quality not as expected,476,11
RET12294,ORD105692,CUST11146,2026-01-18,Changed mind,564,12
RET12295,ORD105697,CUST11513,2026-01-27,Product not as described,1211,10
RET12296,ORD105699,CUST11557,2026-02-27,Damaged in shipping,899,11
RET12297,ORD105700,CUST10137,2026-01-20,Quality not as expected,1381,9
RET12298,ORD105706,CUST10251,2026-02-17,Damaged in shipping,207,11
RET12299,ORD105707,CUST10944,2026-03-06,Product not as described,1567,12
RET12300,ORD105708,CUST11763,2026-01-16,Quality not as expected,281,7
RET12301,ORD105709,CUST10013,2026-02-19,Better price elsewhere,1917,4
RET12302,ORD105710,CUST11047,2026-02-24,Changed mind,23753,5
RET12303,ORD105712,CUST11699,2026-02-14,Defective product,1285,2
RET12304,ORD105713,CUST11503,2026-02-10,Quality not as expected,476,11
RET12305,ORD105727,CUST10958,2026-02-03,Defective product,510,14
RET12306,ORD105728,CUST10341,2026-02-02,Product not as described,429,5
RET12307,ORD105729,CUST11433,2026-02-04,Damaged in shipping,209,11
RET12308,ORD105731,CUST11693,2026-02-04,Damaged in shipping,205,5
RET12309,ORD105736,CUST11775,2026-01-26,Product not as described,3171,9
RET12310,ORD105737,CUST10397,2026-02-13,Quality not as expected,924,9
RET12311,ORD105740,CUST11369,2026-02-07,Changed mind,360,12
RET12312,ORD105741,CUST11027,2026-01-25,Size/fit issue,68263,4
RET12313,ORD105742,CUST11020,2026-02-04,Wrong item received,843,11
RET12314,ORD105744,CUST10703,2026-01-31,Changed mind,135,13
RET12315,ORD105746,CUST10649,2026-02-12,Damaged in shipping,50,14
RET12316,ORD105747,CUST11331,2026-02-01,Product not as described,3900,2
RET12317,ORD105750,CUST11345,2026-03-05,Damaged in shipping,41774,12
RET12318,ORD105752,CUST10139,2026-02-18,Wrong item received,1349,7
RET12319,ORD105753,CUST10669,2026-02-19,Better price elsewhere,1362,6
RET12320,ORD105760,CUST10993,2026-02-11,Defective product,956,4
RET12321,ORD105763,CUST11341,2026-03-02,Better price elsewhere,1088,8
RET12322,ORD105769,CUST11171,2026-02-14,Size/fit issue,1661,4
RET12323,ORD105770,CUST10720,2026-03-04,Size/fit issue,1461,12
RET12324,ORD105771,CUST11692,2026-02-28,Defective product,2992,6
RET12325,ORD105772,CUST10854,2026-01-20,Product not as described,757,8
RET12326,ORD105774,CUST11294,2026-01-25,Size/fit issue,19982,9
RET12327,ORD105775,CUST10074,2026-01-23,Damaged in shipping,50,13
RET12328,ORD105776,CUST11498,2026-02-03,Size/fit issue,1001,9
RET12329,ORD105783,CUST10573,2026-01-04,Damaged in shipping,28064,3
RET12330,ORD105784,CUST11510,2026-01-20,Wrong item received,755,4
RET12331,ORD105785,CUST11750,2026-02-14,Better price elsewhere,1703,4
RET12332,ORD105788,CUST10049,2026-02-16,Size/fit issue,42753,7
RET12333,ORD105791,CUST11549,2026-02-09,Damaged in shipping,867,8
RET12334,ORD105792,CUST11317,2026-02-13,Quality not as expected,1548,12
RET12335,ORD105795,CUST10691,2026-01-24,Defective product,1281,4
RET12336,ORD105797,CUST10797,2026-01-29,Damaged in shipping,654,1
RET12337,ORD105801,CUST10425,2026-01-19,Better price elsewhere,204,2
RET12338,ORD105802,CUST11303,2026-02-17,Damaged in shipping,373,11
RET12339,ORD105805,CUST10914,2026-01-23,Wrong item received,400,10
RET12340,ORD105807,CUST10269,2026-02-28,Changed mind,1073,3
RET12341,ORD105812,CUST10863,2026-02-22,Changed mind,217,9
RET12342,ORD105816,CUST10514,2026-01-31,Changed mind,578,5
RET12343,ORD105817,CUST10441,2026-02-01,Quality not as expected,743,14
RET12344,ORD105819,CUST11204,2026-01-24,Damaged in shipping,23456,7
RET12345,ORD105820,CUST11413,2026-02-23,Quality not as expected,1038,8
RET12346,ORD105826,CUST11106,2026-01-28,Better price elsewhere,296,4
RET12347,ORD105827,CUST10029,2026-02-19,Product not as described,520,12
RET12348,ORD105829,CUST11997,2026-02-05,Wrong item received,75760,14
RET12349,ORD105830,CUST11321,2026-02-03,Damaged in shipping,1493,3
RET12350,ORD105837,CUST11921,2026-02-21,Better price elsewhere,2904,2
RET12351,ORD105842,CUST10810,2026-02-25,Size/fit issue,805,12
RET12352,ORD105844,CUST10670,2026-02-08,Quality not as expected,35998,12
RET12353,ORD105846,CUST11444,2026-02-02,Quality not as expected,1548,4
RET12354,ORD105849,CUST10017,2026-01-25,Size/fit issue,940,14
RET12355,ORD105850,CUST11817,2026-01-31,Better price elsewhere,571,10
RET12356,ORD105852,CUST11203,2026-01-26,Product not as described,296,2
RET12357,ORD105853,CUST10405,2026-02-14,Product not as described,1536,3
RET12358,ORD105855,CUST10143,2026-01-18,Product not as described,734,8
RET12359,ORD105858,CUST10996,2026-01-22,Damaged in shipping,50,10
RET12360,ORD105864,CUST11162,2026-03-02,Better price elsewhere,824,3
RET12361,ORD105869,CUST10103,2026-02-04,Defective product,476,6
RET12362,ORD105876,CUST11186,2026-01-23,Better price elsewhere,638,1
RET12363,ORD105878,CUST10772,2026-02-10,Defective product,1638,4
RET12364,ORD105879,CUST10431,2026-03-11,Product not as described,2222,11
RET12365,ORD105884,CUST10957,2026-01-18,Defective product,46941,5
RET12366,ORD105889,CUST10345,2026-03-08,Quality not as expected,633,14
RET12367,ORD105892,CUST11544,2026-02-20,Damaged in shipping,5285,7
RET12368,ORD105896,CUST11424,2026-01-21,Size/fit issue,726,5
RET12369,ORD105898,CUST10548,2026-02-05,Size/fit issue,29149,9
RET12370,ORD105901,CUST11293,2026-02-14,Changed mind,281,5
RET12371,ORD105903,CUST11905,2026-01-08,Defective product,805,6
RET12372,ORD105907,CUST10149,2026-01-15,Wrong item received,500,2
RET12373,ORD105910,CUST10162,2026-02-05,Better price elsewhere,199,4
RET12374,ORD105911,CUST10500,2026-02-14,Defective product,22873,9
RET12375,ORD105912,CUST10873,2026-01-21,Defective product,977,9
RET12376,ORD105921,CUST10232,2026-03-03,Product not as described,366,3
RET12377,ORD105922,CUST10583,2026-02-04,Wrong item received,2146,3
RET12378,ORD105923,CUST10232,2026-02-14,Damaged in shipping,970,4
RET12379,ORD105925,CUST10273,2026-01-13,Damaged in shipping,977,3
RET12380,ORD105926,CUST11855,2026-02-28,Defective product,689,4
RET12381,ORD105928,CUST11763,2026-02-08,Changed mind,867,4
RET12382,ORD105929,CUST10579,2026-03-01,Defective product,2892,14
RET12383,ORD105930,CUST10366,2026-01-17,Size/fit issue,817,3
RET12384,ORD105932,CUST10767,2026-02-13,Defective product,615,5
RET12385,ORD105933,CUST10364,2026-02-28,Quality not as expected,4324,14
RET12386,ORD105935,CUST10382,2026-02-01,Wrong item received,58802,3
RET12387,ORD105938,CUST10957,2026-01-26,Better price elsewhere,940,3
RET12388,ORD105939,CUST11083,2026-03-01,Quality not as expected,2849,2
RET12389,ORD105940,CUST10342,2026-02-07,Defective product,262,13
RET12390,ORD105941,CUST10054,2026-02-21,Wrong item received,384,4
RET12391,ORD105942,CUST10821,2026-02-13,Product not as described,285,11
RET12392,ORD105943,CUST11644,2026-02-09,Product not as described,7654,10
RET12393,ORD105945,CUST10655,2026-01-31,Quality not as expected,50,9
RET12394,ORD105946,CUST10813,2026-01-30,Size/fit issue,112,13
RET12395,ORD105951,CUST11936,2026-01-03,Size/fit issue,358,2
RET12396,ORD105953,CUST10124,2026-02-03,Product not as described,8422,12
RET12397,ORD105954,CUST10660,2026-01-27,Defective product,1386,6
RET12398,ORD105955,CUST10531,2026-01-30,Size/fit issue,3900,9
RET12399,ORD105956,CUST10596,2026-02-10,Better price elsewhere,24084,9
RET12400,ORD105958,CUST10925,2026-02-15,Quality not as expected,21603,14
RET12401,ORD105959,CUST10014,2026-02-21,Better price elsewhere,1378,10
RET12402,ORD105961,CUST10602,2026-01-08,Quality not as expected,2594,5
RET12403,ORD105963,CUST10172,2026-03-11,Changed mind,284,12
RET12404,ORD105964,CUST10342,2026-02-23,Better price elsewhere,1536,12
RET12405,ORD105966,CUST10383,2026-01-13,Better price elsewhere,32546,11
RET12406,ORD105970,CUST10056,2026-03-05,Size/fit issue,354,6
RET12407,ORD105971,CUST10785,2026-01-15,Better price elsewhere,1508,13
RET12408,ORD105974,CUST10135,2026-02-10,Defective product,16856,10
RET12409,ORD105976,CUST10943,2026-02-15,Size/fit issue,47218,3
RET12410,ORD105978,CUST11868,2026-02-11,Better price elsewhere,770,6
RET12411,ORD105979,CUST10399,2026-02-15,Damaged in shipping,772,3
RET12412,ORD105983,CUST11110,2026-02-12,Defective product,839,9
RET12413,ORD105984,CUST10127,2026-01-11,Changed mind,1178,3
RET12414,ORD105987,CUST10951,2026-02-01,Quality not as expected,564,5
RET12415,ORD105990,CUST10921,2026-01-27,Wrong item received,581,7
RET12416,ORD105991,CUST11908,2026-02-09,Quality not as expected,1782,9
RET12417,ORD105993,CUST10312,2026-01-15,Quality not as expected,8422,1
RET12418,ORD105995,CUST10925,2026-03-08,Product not as described,1855,11
RET12419,ORD105996,CUST10942,2026-01-15,Damaged in shipping,839,6
RET12420,ORD106001,CUST10357,2026-01-24,Better price elsewhere,1871,13
RET12421,ORD106003,CUST11826,2026-02-16,Quality not as expected,2466,6
RET12422,ORD106004,CUST11433,2026-01-19,Product not as described,45705,2
RET12423,ORD106005,CUST11670,2026-01-22,Changed mind,1850,6
RET12424,ORD106008,CUST10277,2026-02-10,Defective product,65,11
RET12425,ORD106009,CUST11141,2026-01-23,Damaged in shipping,21015,2
RET12426,ORD106010,CUST11630,2026-01-27,Quality not as expected,65,4
RET12427,ORD106013,CUST11989,2026-02-04,Changed mind,50,4
RET12428,ORD106017,CUST10398,2026-01-21,Defective product,5285,3
RET12429,ORD106019,CUST10766,2026-02-23,Quality not as expected,816,9
RET12430,ORD106021,CUST11789,2026-01-27,Changed mind,22632,13
RET12431,ORD106023,CUST10940,2026-01-24,Size/fit issue,689,5
RET12432,ORD106032,CUST10330,2026-01-19,Better price elsewhere,734,11
RET12433,ORD106035,CUST10364,2026-02-13,Wrong item received,134,5
RET12434,ORD106036,CUST10355,2026-02-11,Damaged in shipping,1097,13
RET12435,ORD106039,CUST10737,2026-02-28,Wrong item received,2622,4
RET12436,ORD106040,CUST10951,2026-03-01,Wrong item received,2129,8
RET12437,ORD106041,CUST10754,2026-02-14,Damaged in shipping,1362,3
RET12438,ORD106042,CUST11083,2026-03-01,Wrong item received,1548,5
RET12439,ORD106043,CUST11809,2026-01-21,Product not as described,805,9
RET12440,ORD106045,CUST10532,2026-02-19,Changed mind,1211,2
RET12441,ORD106046,CUST10156,2026-02-27,Product not as described,50,11
RET12442,ORD106048,CUST11521,2026-02-14,Changed mind,199,10
RET12443,ORD106049,CUST11924,2026-01-23,Damaged in shipping,483,3
RET12444,ORD106051,CUST10550,2026-02-04,Changed mind,2873,8
RET12445,ORD106053,CUST11485,2026-01-30,Defective product,50,5
RET12446,ORD106055,CUST11804,2026-01-15,Changed mind,425,5
RET12447,ORD106056,CUST11062,2026-02-12,Damaged in shipping,1178,11
RET12448,ORD106060,CUST11489,2026-01-08,Damaged in shipping,578,2
RET12449,ORD106061,CUST10003,2026-01-28,Changed mind,13232,11
RET12450,ORD106062,CUST11864,2026-01-16,Defective product,562,5
RET12451,ORD106064,CUST11308,2026-01-10,Size/fit issue,17893,2
RET12452,ORD106067,CUST10761,2026-02-27,Product not as described,637,3
RET12453,ORD106068,CUST11562,2026-02-21,Wrong item received,1638,12
RET12454,ORD106069,CUST11034,2026-01-30,Wrong item received,345,13
RET12455,ORD106072,CUST10527,2026-01-03,Better price elsewhere,743,2
RET12456,ORD106074,CUST11728,2026-03-03,Product not as described,1508,3
RET12457,ORD106081,CUST10798,2026-02-05,Quality not as expected,84,8
RET12458,ORD106082,CUST10638,2026-02-12,Damaged in shipping,2146,2
RET12459,ORD106088,CUST11267,2026-02-01,Quality not as expected,2873,7
RET12460,ORD106090,CUST10629,2026-02-05,Product not as described,65,6
RET12461,ORD106092,CUST11632,2026-01-08,Wrong item received,964,2
RET12462,ORD106098,CUST10830,2026-01-21,Defective product,1228,5
RET12463,ORD106099,CUST11312,2026-02-10,Better price elsewhere,5285,10
RET12464,ORD106100,CUST10077,2026-02-03,Wrong item received,2904,5
